"IN","TIME","ROAD","LI","CONTRI","LEN","FS","JF","CF","SP","DE","TT"
183,1886.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.2177707942721308,1.481814853153339,43.24,+,0.6458192208457031
184,1896.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.7654978356890841,0.8435668087230811,58.17,+,-0.4950594733460891
185,1906.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.0084542797473324,0.31169343836453184,44.82,+,0.48912103784355154
186,1916.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.35308405896373873,0.5244427865079515,49.75,+,0.06416266236165726
187,1926.9333333333332,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.2142513560429541,-0.5393039542091458,54.02,+,-0.2412201717379917
188,1936.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-0.0074305838505977,59.52,+,-0.5700033567359943
189,1946.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.29476834973326005,1.375440179081629,50.19,+,0.030293316661510927
190,1956.916666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.35044606467655626,-0.2201799319940162,55.04,+,-0.3071575352240604
191,1966.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.6401003527791819,-0.8584279764242753,57.22,+,-0.4402013307334465
192,1976.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.7700946743635306,-1.1775519986394047,58.2,+,-0.4967626653809759
193,1986.916666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8284638352065029,-1.2839266727111147,58.64,+,-0.5215425991545699
194,1996.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8546551253283495,-1.3903013467828245,58.84,+,-0.5326836916830227
195,2006.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.4603425799633247,-0.6456786282808555,55.87,+,-0.35903579588658296
196,2016.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,1.0563161568665007,66.65,+,-0.9154578650088215
197,2026.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.24115638240221476,0.31169343836453184,50.59,+,1.4246982230484733e-05
198,2036.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.37449929029866025,-0.6456786282808555,55.23,+,-0.3191708966635359
199,2047.0,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.6844568229534413,0.949941482794791,38.32,+,1.2165329606684117
200,2056.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.3576274460256918,-0.32655460606572606,49.72,+,0.06649376534841507
201,2066.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.32222361327995425,-0.9648026504959851,54.83,+,-0.2937827432850068
202,2076.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.6274323206182071,-1.1775519986394047,57.13,+,-0.434909635264756
203,2086.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,0.09894409022111214,63.76,+,-0.7847463670337885
204,2096.933333333333,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-0.7520533023525654,61.14,+,-0.6555673547102984
205,2106.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-1.1775519986394047,59.96,+,-0.5937003115773449
206,2116.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-1.2839266727111147,59.59,+,-0.5737967349286487
207,2126.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-1.3903013467828245,59.31,+,-0.5585694970242969
208,2136.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,1.0563161568665007,65.17,+,-0.8499673732042398
209,2146.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.5779812108662612,0.7371921346513712,39.47,+,1.0703927851186783
210,2156.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.7257298359938721,0.7371921346513712,57.87,+,-0.4779304295530382
211,2166.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8085263837464034,-0.4329292801374359,58.49,+,-0.5131367791292549
212,2176.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8457287060419243,-0.9648026504959851,58.77,+,-0.5287929347823254
213,2186.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8624056091399163,-1.2839266727111147,58.9,+,-0.5360112655329473
214,2196.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.868819802639144,-1.3903013467828245,58.95,+,-0.5387790693968086
215,2206.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.868819802639144,-1.3903013467828245,58.95,+,-0.5387790693968086
216,2217.0,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8740046090510198,-1.3903013467828245,58.99,+,-0.5409899342563638
217,2226.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8740046090510198,-1.3903013467828245,58.99,+,-0.5409899342563638
218,2236.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8740046090510198,-1.3903013467828245,58.99,+,-0.5409899342563638
219,2246.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8740046090510198,-1.3903013467828245,58.99,+,-0.5409899342563638
220,2256.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8740046090510198,-1.3903013467828245,58.99,+,-0.5409899342563638
221,2266.933333333333,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8740046090510198,-1.3903013467828245,58.99,+,-0.5409899342563638
222,2276.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,1.375440179081629,72.57,+,-1.1507074365069412
223,2286.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-0.11380525792230754,65.09,+,-0.84634250345734
224,2296.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,1.1626908309382094,69.52,+,-1.0345097814036397
225,2306.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,0.09894409022111214,70.17,+,-1.0601201912048972
226,2316.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-0.7520533023525654,64.01,+,-0.7965199401238983
227,2326.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-1.071177324567695,61.64,+,-0.6810677170262882
228,2336.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-1.2839266727111147,60.39,+,-0.6165250712240194
229,2346.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-1.3903013467828245,59.73,+,-0.5813568176350529
230,2356.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-1.3903013467828245,59.73,+,-0.5813568176350529
231,2366.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-1.3903013467828245,59.73,+,-0.5813568176350529
232,2376.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,1.481814853153339,81.83,+,-1.450420535036106
233,2387.0,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-0.11380525792230754,69.25,+,-1.02373028097479
234,2396.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.8759823187132817,-0.8584279764242753,62.65,+,-0.7313369292695312
235,2406.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.7231295722566852,0.949941482794791,46.97,+,0.29282548586210855
236,2416.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.5647870307757495,0.205318764292822,56.66,+,-0.4070021004728828
237,2426.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,3.217021456368921,1.2690655050099193,21.66,+,5.074472840401561
238,2436.933333333333,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,2.1961491093543337,0.5244427865079515,32.75,+,2.0695992919061186
239,2446.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,2.3535106565353874,0.949941482794791,31.04,+,2.3929155208079558
240,2456.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,2.9807653291473657,1.1626908309382094,24.23,+,4.133264714364935
241,2466.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,2.7069327183428356,1.6945642012967586,27.2,+,3.2671038796550262
242,2476.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,2.685498621732916,1.375440179081629,27.43,+,3.2078526271155985
243,2486.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.7338198947553981,0.5244427865079515,46.88,+,0.3006814367072419
244,2496.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.246795019856136,1.481814853153339,43.02,+,0.668550872942673
245,2506.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.24872764610130316,1.481814853153339,54.28,+,-0.25826306563656876
246,2516.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.5662490895880736,0.205318764292822,48.15,+,0.19254196648251684
247,2526.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,2.9994733935201134,0.949941482794791,24.02,+,4.20261644269266
248,2536.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.037593776751723644,1.0563161568665007,52.69,+,-0.15140839797537314
249,2546.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.242973737226996,-0.32655460606572606,50.58,+,0.0007653870114927599
250,2557.0,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.3585895750505758,-0.9648026504959851,49.71,+,0.06727142493127022
251,2566.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.410491090781827,-1.1775519986394047,49.32,+,0.09784612371316574
252,2576.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.43374254221652747,-1.3903013467828245,49.14,+,0.11212120849242911
253,2586.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.904544345059843,-1.071177324567695,45.6,+,0.41576728815237196
254,2596.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.16488093137389842,0.7371921346513712,51.17,+,-0.04304954890294592
255,2606.933333333333,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.2606662209623659,-0.4329292801374359,50.45,+,0.01055730501039784
256,2616.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,-0.026155131678100813,1.1626908309382094,52.6,+,-0.14516684044544048
257,2626.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.16450677008644352,-0.2201799319940162,51.17,+,-0.04304954890294592
258,2636.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.9099429579216931,1.1626908309382094,45.56,+,0.41946791967930597
259,2646.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.411693244398782,1.5881895272250488,41.28,+,0.856873960043075
260,2656.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.1170145047217614,0.09894409022111214,44.0,+,0.5690407175770199
261,2666.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.6148366053447237,-0.7520533023525654,47.78,+,0.2234537240249603
262,2676.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.379061542635611,-1.1775519986394047,49.55,+,0.07975666713819363
263,2686.9166666666665,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.04680631937561455,0.31169343836453184,52.05,+,-0.1065549893538163
264,2696.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.12404389942881519,-0.6456786282808555,51.47,+,-0.06494309352382696
265,2706.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.7751914428254172,0.6308174605796614,46.57,+,0.3279732419874044
266,2716.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.5917455087475039,0.09894409022111214,47.95,+,0.20919178499141272
267,2726.9666666666667,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.5226325737933252,0.4180681124362417,48.47,+,0.1661880552796586
268,2736.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,1.8140769832503354,1.2690655050099193,36.91,+,1.4081411108767126
269,2746.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.9543077962913514,-0.2201799319940162,45.23,+,0.4502478794500886
270,2756.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.4582233807385801,-0.8584279764242753,48.96,+,0.1265012571303629
271,2766.9,Eastern Express Highway,502-03126,Advokate Almeda Marg,0.41513,59,0.9913497637493917,1.5881895272250488,44.95,+,0.4767186241026623
272,0.9166666666666666,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.9266056949536127,-0.045784086966653696,40.9,+,0.7196756781456564
273,67.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.10664901465600427,-0.1632677818244819,45.59,+,-0.05245157077039545
274,77.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.1818049390620873,0.7766017770381437,39.75,+,0.9368189293816321
275,87.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.2726210767690895,-0.5157188663979652,39.34,+,1.0173051074054609
276,97.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.3974932661162174,-1.1031373406871063,38.77,+,1.1320289370307648
277,106.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.4777682449822278,-1.3381047304027627,38.41,+,1.2062404574537822
278,117.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.532980328701826,-1.573072120118419,38.15,+,1.2607087091042912
279,127.91666666666669,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.5967760435633555,1.2465365564694553,47.81,+,-0.3651124719614537
280,137.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.07815297985004614,1.1290528616116284,44.75,+,0.0739421768383759
281,147.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,3.260698377059549,0.6591180821803155,27.96,+,4.193299128478223
282,157.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.5582738833825815,-0.6332025612557934,32.56,+,2.642179815884543
283,167.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.1888815212210746,1.2465365564694553,39.71,+,0.944598075123523
284,177.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.045792359352177674,0.42415069246465914,44.9,+,0.05102501587160827
285,187.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.451240578227901,1.3640202513272834,33.26,+,2.4437530126603875
286,196.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.464647082229106,1.4815039461851116,38.46,+,1.1958502228420633
287,207.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.2221909125444309,1.4815039461851116,44.1,+,0.17505137454284903
288,217.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.4627209915525054,1.5989876410429398,43.01,+,0.3514630816961034
289,226.9333333333333,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.8324724093595851,0.42415069246465914,41.33,+,0.6415868907241389
290,236.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.6021244335469298,-0.7506862561136216,37.84,+,1.3266298872661646
291,247.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.7155708912831926,0.5416343873224874,37.33,+,1.4374631185949842
292,256.9166666666667,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.8541539585633584,-0.5157188663979652,36.7,+,1.5786275983884315
293,265.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,1.5989876410429398,49.46,+,-0.5793127475572151
294,276.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,3.165090803515733,1.4815039461851116,28.59,+,3.951364427721105
295,287.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,1.1290528616116284,50.83,+,-0.7465970856233758
296,297.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,0.005912870310385507,0.3066669976068309,45.08,+,0.023725735837993693
297,307.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.8598627282032015,0.894085471895972,50.78,+,-0.7406505211095344
298,316.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,-0.5153216343375135,0.07169960789117451,47.44,+,-0.31503444186975604
299,326.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,2.049275968717932,1.7164713359007682,35.81,+,1.7865151853138528
300,336.9,Eastern Express Highway,502-03126,Lal Bahadur Shastri Marg/Ghodbandar Road /,1.25322,49,1.597406712107605,0.3066669976068309,37.86,+,1.3223443310627057
